CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book
717559533,Existing Customer,47,M,3,Graduate,Married,$120K +,Silver,42
720443358,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,36
806694333,Existing Customer,44,F,4,Unknown,Married,Less than $40K,Blue,39
709770408,Existing Customer,51,M,2,Graduate,Married,$120K +,Silver,36
718259433,Attrited Customer,45,F,3,High School,Married,Unknown,Blue,40
770705208,Existing Customer,44,F,2,Unknown,Single,Less than $40K,Gold,30
720655833,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,30
797898858,Existing Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,34
779548008,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Silver,35
718388733,Existing Customer,38,F,1,College,Unknown,Less than $40K,Blue,32
711742758,Attrited Customer,43,F,5,College,Single,$40K - $60K,Blue,32
757863258,Existing Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,38
711947358,Existing Customer,49,M,4,Uneducated,Married,$120K +,Blue,38
712157958,Attrited Customer,44,M,3,High School,Married,$80K - $120K,Blue,36
814760358,Existing Customer,53,M,3,Graduate,Unknown,$40K - $60K,Blue,48
710192283,Existing Customer,46,M,4,Post-Graduate,Married,$40K - $60K,Blue,36
718977483,Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue,46
712129158,Existing Customer,63,M,0,Uneducated,Single,$60K - $80K,Blue,36
714880533,Existing Customer,40,M,5,Graduate,Single,$40K - $60K,Blue,36
808287408,Existing Customer,45,M,5,Graduate,Married,$80K - $120K,Blue,40
709619433,Existing Customer,52,M,2,Doctorate,Married,$120K +,Blue,44
708881583,Existing Customer,50,M,2,Uneducated,Married,$40K - $60K,Blue,43
711332883,Attrited Customer,62,M,1,High School,Single,$60K - $80K,Blue,46
717696333,Attrited Customer,44,M,4,Unknown,Married,$120K +,Blue,36
820587258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Silver,40
768733533,Existing Customer,53,M,5,Uneducated,Unknown,$80K - $120K,Blue,47
779779083,Existing Customer,38,F,3,High School,Single,$40K - $60K,Gold,26
720735408,Existing Customer,44,F,4,Doctorate,Married,$40K - $60K,Blue,30
819160158,Existing Customer,42,M,3,Uneducated,Married,$40K - $60K,Blue,37
804601833,Existing Customer,44,M,2,High School,Unknown,$60K - $80K,Silver,39
714823308,Existing Customer,55,F,3,College,Single,Less than $40K,Gold,35
711577458,Existing Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,36
787539333,Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Blue,37
716806383,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,40
812230308,Existing Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42
778420383,Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,29
774012933,Existing Customer,47,F,3,College,Divorced,$40K - $60K,Blue,41
718756533,Existing Customer,47,M,2,Uneducated,Married,$80K - $120K,Blue,41
812224983,Existing Customer,56,M,2,Graduate,Single,$120K +,Blue,51
714284358,Existing Customer,61,M,1,Uneducated,Single,$40K - $60K,Blue,52
709530408,Existing Customer,45,M,4,Doctorate,Single,$120K +,Gold,36
750690258,Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39
716283108,Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,36
718353633,Attrited Customer,50,M,1,Post-Graduate,Unknown,$80K - $120K,Gold,36
718528833,Existing Customer,51,M,1,High School,Married,$120K +,Blue,43
718006608,Existing Customer,44,F,5,Uneducated,Single,Less than $40K,Blue,36
710569233,Existing Customer,46,M,3,Unknown,Single,$80K - $120K,Blue,35
718694658,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,32
779293308,Existing Customer,51,M,4,Graduate,Married,$60K - $80K,Silver,33
718276758,Existing Customer,52,F,1,Graduate,Single,$40K - $60K,Blue,40
712654233,Existing Customer,39,M,3,High School,Married,$80K - $120K,Blue,27
719296383,Existing Customer,38,M,2,High School,Single,$60K - $80K,Gold,18
808279158,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,46
780497958,Existing Customer,41,M,3,High School,Divorced,$80K - $120K,Blue,28
715519983,Existing Customer,43,M,2,Post-Graduate,Married,$60K - $80K,Blue,34
708568983,Existing Customer,40,M,3,High School,Married,$60K - $80K,Blue,28
823648983,Existing Customer,58,M,1,Uneducated,Single,$80K - $120K,Blue,54
789412458,Attrited Customer,44,M,2,Post-Graduate,Married,$60K - $80K,Blue,34
716837508,Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Blue,37
711249858,Attrited Customer,49,M,4,Unknown,Married,$80K - $120K,Blue,38
712009083,Existing Customer,48,M,3,Unknown,Unknown,$60K - $80K,Blue,36
720522633,Existing Customer,44,M,3,College,Married,$40K - $60K,Silver,36
713071383,Existing Customer,54,F,1,Unknown,Single,Unknown,Blue,36
712938258,Existing Customer,45,M,2,Graduate,Single,Less than $40K,Silver,32
719071158,Attrited Customer,54,F,0,Graduate,Single,Unknown,Platinum,38
709046958,Existing Customer,46,M,2,Unknown,Married,$60K - $80K,Silver,39
708748833,Existing Customer,37,F,3,Graduate,Single,$40K - $60K,Blue,25
711364233,Existing Customer,41,M,4,Unknown,Married,$60K - $80K,Platinum,26
712645908,Existing Customer,43,M,2,High School,Married,$60K - $80K,Blue,37
708428958,Existing Customer,39,M,2,Unknown,Single,$80K - $120K,Gold,33
719714658,Attrited Customer,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,43
720874983,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Silver,37
719180958,Existing Customer,48,F,2,Uneducated,Divorced,$40K - $60K,Silver,39
710360583,Existing Customer,46,M,2,Uneducated,Single,$60K - $80K,Blue,35
823848183,Existing Customer,39,F,1,Unknown,Single,Less than $40K,Platinum,35
783121008,Existing Customer,55,F,0,Graduate,Single,Less than $40K,Silver,49
789529158,Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,36
708500883,Existing Customer,48,M,2,Uneducated,Single,$40K - $60K,Silver,40
811965558,Existing Customer,46,F,4,College,Single,$40K - $60K,Blue,41
714383583,Existing Customer,39,F,2,Unknown,Single,$40K - $60K,Gold,36
809425533,Existing Customer,45,F,2,Uneducated,Divorced,$40K - $60K,Silver,40
716858433,Attrited Customer,43,F,4,Graduate,Single,Less than $40K,Blue,32
812534958,Existing Customer,40,F,3,High School,Married,$40K - $60K,Silver,34
714052158,Attrited Customer,49,M,2,High School,Married,$120K +,Blue,39
780200208,Existing Customer,39,F,2,Unknown,Single,$40K - $60K,Blue,29
711458583,Existing Customer,47,M,2,College,Married,$60K - $80K,Silver,35
826451433,Existing Customer,42,M,4,Graduate,Single,$80K - $120K,Silver,38
719740983,Existing Customer,44,F,1,Unknown,Divorced,Less than $40K,Silver,34
709019283,Existing Customer,47,M,1,College,Married,$80K - $120K,Blue,39
710213508,Existing Customer,63,M,1,High School,Single,$60K - $80K,Blue,54
710814633,Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,31
775267158,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,37
712268808,Existing Customer,55,M,4,Graduate,Single,$120K +,Silver,36
720178158,Attrited Customer,46,F,4,High School,Unknown,Less than $40K,Blue,37
779805408,Existing Customer,42,M,3,Unknown,Married,Less than $40K,Silver,31
710958933,Attrited Customer,43,M,3,Graduate,Single,$40K - $60K,Blue,35
720698883,Attrited Customer,51,M,1,High School,Single,$80K - $120K,Blue,38
780384483,Attrited Customer,49,M,4,Unknown,Unknown,$80K - $120K,Blue,39
714190983,Attrited Customer,51,F,2,Graduate,Single,Unknown,Platinum,32
713808633,Existing Customer,31,F,0,Uneducated,Divorced,Less than $40K,Silver,23
710295858,Existing Customer,43,M,4,Graduate,Divorced,$80K - $120K,Blue,32
713209308,Existing Customer,59,M,0,Graduate,Single,$60K - $80K,Blue,46
788709408,Existing Customer,41,F,2,Unknown,Married,Unknown,Blue,21
717757608,Existing Customer,53,M,2,College,Single,$120K +,Gold,36
715300683,Existing Customer,39,M,1,Uneducated,Single,$80K - $120K,Blue,36
711436983,Existing Customer,57,M,3,Unknown,Single,$120K +,Silver,49
789582483,Existing Customer,60,M,1,High School,Divorced,$40K - $60K,Blue,53
790168083,Existing Customer,51,M,0,High School,Unknown,$80K - $120K,Blue,44
742865883,Attrited Customer,46,F,3,Unknown,Single,$40K - $60K,Blue,39
770848308,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Platinum,31
713486583,Existing Customer,41,M,3,Graduate,Married,$60K - $80K,Blue,29
708697983,Existing Customer,56,M,0,High School,Unknown,$120K +,Blue,49
823539558,Existing Customer,39,F,3,Uneducated,Single,Unknown,Silver,35
711339258,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Silver,36
781171908,Existing Customer,45,M,3,Graduate,Single,$40K - $60K,Blue,38
815582358,Existing Customer,47,F,5,Unknown,Unknown,Less than $40K,Blue,42
755212608,Attrited Customer,50,M,2,Unknown,Married,$40K - $60K,Blue,43
716486508,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37
771674958,Existing Customer,45,M,2,High School,Married,$40K - $60K,Blue,33
787909158,Existing Customer,40,F,3,Graduate,Divorced,Less than $40K,Blue,31
717140733,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,36
799468083,Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,45
718993533,Existing Customer,44,M,2,Graduate,Unknown,$80K - $120K,Blue,37
713870958,Existing Customer,56,F,3,Uneducated,Single,Unknown,Platinum,46
709171308,Existing Customer,30,M,1,High School,Married,$60K - $80K,Blue,16
798553158,Attrited Customer,62,F,1,Graduate,Single,Less than $40K,Blue,56
720819858,Existing Customer,47,F,4,Post-Graduate,Single,Less than $40K,Blue,27
815078433,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,37
710924658,Existing Customer,52,F,2,High School,Single,$40K - $60K,Blue,36
709883883,Existing Customer,46,F,4,Uneducated,Divorced,Unknown,Blue,34
718650258,Existing Customer,54,F,3,Graduate,Single,Unknown,Blue,47
711613308,Attrited Customer,58,M,2,Unknown,Single,$60K - $80K,Blue,48
718558758,Attrited Customer,34,M,1,Unknown,Single,$80K - $120K,Blue,22
718504233,Attrited Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,30
709108533,Existing Customer,49,M,4,Graduate,Married,$80K - $120K,Blue,29
713236458,Existing Customer,55,M,4,Unknown,Single,$60K - $80K,Blue,48
714352533,Existing Customer,47,F,3,Graduate,Married,$40K - $60K,Silver,29
717353433,Existing Customer,50,F,2,Unknown,Single,Unknown,Blue,42
813804783,Attrited Customer,41,F,1,High School,Single,$40K - $60K,Blue,36
771062733,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,31
715649358,Attrited Customer,39,M,2,College,Married,$60K - $80K,Blue,26
713552958,Existing Customer,43,M,5,Graduate,Unknown,$60K - $80K,Blue,28
715209333,Existing Customer,32,M,0,High School,Single,$60K - $80K,Blue,36
769935783,Existing Customer,40,M,3,Unknown,Single,$60K - $80K,Blue,34
815613033,Existing Customer,49,M,2,Unknown,Married,Less than $40K,Silver,44
718732833,Attrited Customer,56,F,1,College,Single,Less than $40K,Blue,48
816328308,Existing Customer,60,F,0,Graduate,Married,Less than $40K,Blue,55
711814608,Existing Customer,41,F,5,High School,Married,$40K - $60K,Silver,36
803216433,Attrited Customer,43,F,5,Graduate,Married,Less than $40K,Silver,33
710694033,Existing Customer,32,M,0,Graduate,Divorced,$40K - $60K,Blue,36
709257708,Existing Customer,47,F,2,High School,Single,Less than $40K,Blue,41
720174033,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,33
820666083,Attrited Customer,41,M,2,Graduate,Single,$120K +,Blue,37
712044558,Attrited Customer,51,F,1,Uneducated,Single,Less than $40K,Silver,41
713131158,Attrited Customer,58,M,2,Uneducated,Single,$80K - $120K,Blue,46
803335008,Existing Customer,48,F,2,Graduate,Divorced,Unknown,Blue,43
795869583,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,47
789535233,Existing Customer,52,M,1,Graduate,Single,$80K - $120K,Silver,44
716441058,Existing Customer,45,F,4,High School,Single,Less than $40K,Silver,36
718113633,Attrited Customer,41,M,3,Uneducated,Married,$120K +,Blue,36
708908883,Existing Customer,37,F,2,Graduate,Divorced,Less than $40K,Silver,32
712152408,Existing Customer,44,M,4,High School,Single,$60K - $80K,Gold,29
708229308,Attrited Customer,49,F,2,Unknown,Married,Less than $40K,Blue,41
715351983,Existing Customer,32,F,2,Unknown,Married,Less than $40K,Blue,20
798451908,Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,30
794962983,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,41
721000833,Existing Customer,49,M,0,Uneducated,Married,$60K - $80K,Blue,38
720086358,Existing Customer,58,M,2,Doctorate,Married,$120K +,Blue,48
710064033,Attrited Customer,45,M,3,Uneducated,Married,$40K - $60K,Blue,28
780588258,Existing Customer,53,F,5,Unknown,Married,Less than $40K,Blue,42
710833908,Existing Customer,45,M,5,High School,Married,$80K - $120K,Blue,25
714449283,Existing Customer,44,M,4,Uneducated,Unknown,$80K - $120K,Blue,36
772339383,Existing Customer,54,M,3,Post-Graduate,Single,$40K - $60K,Blue,44
721382208,Existing Customer,38,F,2,High School,Married,$40K - $60K,Blue,27
779349783,Existing Customer,46,M,3,Doctorate,Married,$60K - $80K,Blue,31
789450408,Existing Customer,41,F,2,Uneducated,Married,Unknown,Blue,32
709210833,Existing Customer,48,F,2,Doctorate,Married,$40K - $60K,Blue,36
821752908,Existing Customer,53,M,2,High School,Single,$60K - $80K,Blue,49
789878283,Existing Customer,39,M,3,Graduate,Married,$40K - $60K,Blue,29
709319658,Attrited Customer,48,F,4,Graduate,Single,Less than $40K,Platinum,37
719222133,Existing Customer,41,M,3,Graduate,Single,$40K - $60K,Blue,36
715551783,Existing Customer,54,F,2,Uneducated,Married,Unknown,Blue,42
712718958,Existing Customer,49,M,2,High School,Divorced,$40K - $60K,Blue,36
709764483,Attrited Customer,61,M,1,Graduate,Unknown,$60K - $80K,Blue,53
783361533,Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Silver,35
717942033,Existing Customer,52,M,2,Uneducated,Unknown,$120K +,Blue,42
817908783,Existing Customer,44,M,3,Unknown,Single,$120K +,Silver,39
713708358,Existing Customer,33,F,3,Unknown,Single,$40K - $60K,Silver,36
713705358,Existing Customer,37,M,2,Graduate,Single,$60K - $80K,Blue,28
789551883,Existing Customer,52,F,3,Graduate,Single,$40K - $60K,Blue,45
812247033,Attrited Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,46
717580458,Attrited Customer,43,M,4,Uneducated,Divorced,$80K - $120K,Blue,36
780551733,Existing Customer,54,F,1,High School,Married,Less than $40K,Silver,44
719722308,Existing Customer,31,F,0,Uneducated,Divorced,Less than $40K,Blue,22
718328283,Existing Customer,40,F,4,High School,Single,Less than $40K,Blue,36
826061508,Existing Customer,49,F,4,Uneducated,Unknown,Less than $40K,Blue,45
715610733,Attrited Customer,60,M,1,Uneducated,Married,$40K - $60K,Blue,47
710161083,Attrited Customer,62,F,0,Uneducated,Single,Less than $40K,Blue,36
712464933,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,36
768181608,Existing Customer,43,F,3,Graduate,Unknown,Less than $40K,Blue,37
713869083,Existing Customer,56,M,2,High School,Married,$80K - $120K,Blue,43
711465333,Existing Customer,35,M,4,High School,Single,$80K - $120K,Blue,26
719924433,Existing Customer,40,F,4,Graduate,Married,$40K - $60K,Silver,32
719248158,Existing Customer,52,M,2,High School,Divorced,$60K - $80K,Blue,42
719944458,Existing Customer,29,M,0,High School,Single,$40K - $60K,Blue,36
715799808,Attrited Customer,52,M,0,High School,Single,$60K - $80K,Blue,39
721264533,Existing Customer,49,F,3,Unknown,Married,Less than $40K,Blue,36
711838008,Attrited Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,28
711826983,Attrited Customer,47,F,3,Unknown,Married,$40K - $60K,Blue,36
719413383,Existing Customer,32,M,1,Uneducated,Single,$60K - $80K,Silver,36
712990458,Existing Customer,44,F,3,Graduate,Married,Unknown,Silver,34
789594108,Existing Customer,47,M,5,College,Single,$80K - $120K,Blue,41
718764708,Existing Customer,45,M,3,Graduate,Unknown,$120K +,Blue,36
820271208,Existing Customer,46,M,2,Graduate,Divorced,$60K - $80K,Blue,41
708369633,Attrited Customer,34,F,3,Graduate,Married,Less than $40K,Gold,36
712055433,Existing Customer,39,F,4,High School,Married,Less than $40K,Blue,36
721114458,Existing Customer,46,M,4,College,Single,$120K +,Blue,36
714959358,Attrited Customer,50,M,3,High School,Married,$80K - $120K,Silver,36
708396033,Existing Customer,45,F,2,Uneducated,Married,Less than $40K,Blue,27
719593608,Attrited Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,36
715830558,Attrited Customer,50,M,2,Uneducated,Unknown,$120K +,Blue,38
716406483,Existing Customer,30,M,0,Unknown,Single,$60K - $80K,Blue,20
714941358,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,36
716088783,Attrited Customer,60,M,0,College,Married,$80K - $120K,Blue,50
718458858,Attrited Customer,41,M,4,Graduate,Single,$80K - $120K,Silver,29
715754133,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,32
715630983,Attrited Customer,31,F,0,Graduate,Single,Less than $40K,Blue,21
712768983,Attrited Customer,51,M,4,Graduate,Single,$80K - $120K,Silver,42
716881683,Attrited Customer,45,M,5,Uneducated,Married,$80K - $120K,Blue,34
711108408,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,36
717565233,Existing Customer,51,M,3,Doctorate,Single,$80K - $120K,Blue,38
789539058,Existing Customer,28,M,0,Uneducated,Single,Less than $40K,Blue,20
768643158,Existing Customer,44,F,5,Graduate,Divorced,Less than $40K,Blue,38
721530633,Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,36
721188033,Existing Customer,48,M,5,College,Married,Less than $40K,Blue,39
810261633,Existing Customer,44,M,4,Graduate,Single,$60K - $80K,Blue,39
717529233,Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,30
719365233,Existing Customer,34,M,4,Unknown,Single,Less than $40K,Blue,23
720943308,Existing Customer,47,M,3,Graduate,Single,$60K - $80K,Silver,36
714425283,Existing Customer,50,F,2,High School,Married,Unknown,Blue,40
711794358,Attrited Customer,61,M,0,College,Single,$80K - $120K,Blue,50
719683158,Attrited Customer,56,F,2,Unknown,Married,Less than $40K,Blue,48
709406733,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,36
708572658,Existing Customer,49,M,5,Graduate,Married,$60K - $80K,Silver,38
714001008,Existing Customer,56,M,1,Uneducated,Divorced,$120K +,Blue,36
712833633,Existing Customer,41,M,2,Post-Graduate,Married,$40K - $60K,Blue,36
716260833,Attrited Customer,56,F,5,Unknown,Single,Less than $40K,Blue,36
708863733,Existing Customer,35,M,3,Unknown,Single,$40K - $60K,Gold,19
717076458,Existing Customer,40,M,3,Unknown,Single,$40K - $60K,Blue,36
712412958,Existing Customer,41,F,3,Doctorate,Married,$40K - $60K,Silver,33
720535008,Existing Customer,46,M,4,Uneducated,Single,$80K - $120K,Blue,36
711578658,Existing Customer,56,F,2,High School,Married,$40K - $60K,Blue,49
709373883,Existing Customer,37,F,5,Unknown,Married,$40K - $60K,Silver,36
780730008,Existing Customer,51,M,2,College,Single,$120K +,Blue,36
824816358,Existing Customer,36,F,1,Uneducated,Single,Less than $40K,Blue,32
716106108,Existing Customer,49,M,4,Post-Graduate,Married,$120K +,Silver,41
709807383,Existing Customer,35,F,2,Unknown,Married,Less than $40K,Blue,22
716430933,Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,36
789866133,Existing Customer,45,F,3,Graduate,Unknown,$40K - $60K,Blue,35
718634058,Existing Customer,48,F,2,High School,Unknown,Unknown,Blue,31
715129983,Existing Customer,46,F,3,Graduate,Divorced,Unknown,Blue,36
717177783,Existing Customer,36,F,0,Unknown,Married,Less than $40K,Silver,19
719694408,Attrited Customer,30,F,1,College,Single,Less than $40K,Blue,36
806992533,Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,44
718045008,Attrited Customer,31,M,0,Post-Graduate,Married,Less than $40K,Blue,21
711010683,Existing Customer,35,M,3,High School,Married,$40K - $60K,Blue,27
714759708,Existing Customer,54,F,1,High School,Single,Unknown,Blue,36
718801158,Existing Customer,49,M,3,Graduate,Single,$40K - $60K,Gold,36
712256358,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,23
779803008,Existing Customer,41,F,2,High School,Single,Unknown,Blue,30
710968008,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,26
771584658,Existing Customer,46,F,4,Unknown,Single,Unknown,Silver,34
718102758,Existing Customer,61,F,0,High School,Married,Less than $40K,Blue,36
811076883,Attrited Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,40
770970558,Existing Customer,41,M,2,Unknown,Single,$80K - $120K,Blue,28
758863383,Existing Customer,47,F,2,Uneducated,Unknown,Less than $40K,Silver,36
716863458,Attrited Customer,44,M,2,Uneducated,Single,$80K - $120K,Silver,36
766821033,Attrited Customer,61,M,0,Unknown,Single,$120K +,Blue,46
814590483,Existing Customer,45,F,2,Graduate,Married,$40K - $60K,Blue,40
773283108,Existing Customer,31,M,0,High School,Married,$60K - $80K,Silver,24
721006458,Existing Customer,42,M,2,Unknown,Single,$120K +,Blue,35
714615258,Attrited Customer,32,M,1,High School,Single,$40K - $60K,Blue,36
788687133,Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Blue,31
820108008,Existing Customer,49,M,4,Unknown,Married,$80K - $120K,Blue,44
717781608,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,40
720136458,Existing Customer,39,M,3,Post-Graduate,Married,$60K - $80K,Blue,36
716247708,Existing Customer,51,M,4,College,Single,$120K +,Gold,33
714968208,Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,36
719913783,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,27
720621408,Existing Customer,38,F,2,Uneducated,Married,Less than $40K,Blue,36
721169883,Existing Customer,41,M,5,College,Married,$60K - $80K,Blue,31
719324658,Existing Customer,27,M,0,College,Unknown,$80K - $120K,Silver,19
714577233,Existing Customer,50,F,3,Graduate,Married,$40K - $60K,Blue,41
712367658,Existing Customer,58,M,1,Uneducated,Single,$80K - $120K,Blue,40
803655333,Existing Customer,53,M,2,Post-Graduate,Single,$60K - $80K,Silver,47
710455608,Attrited Customer,40,M,3,High School,Single,$80K - $120K,Blue,36
711328458,Existing Customer,58,M,1,High School,Married,$80K - $120K,Blue,50
708123033,Existing Customer,41,F,3,Graduate,Single,Less than $40K,Silver,30
713514633,Attrited Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,50
710745633,Existing Customer,53,M,1,Unknown,Married,$120K +,Blue,36
710374008,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,47
772166058,Existing Customer,31,M,1,Unknown,Single,$40K - $60K,Blue,20
715017858,Existing Customer,44,M,2,Uneducated,Married,$120K +,Platinum,36
717571683,Attrited Customer,47,F,4,Uneducated,Married,$40K - $60K,Gold,34
743420208,Existing Customer,47,F,2,College,Single,Less than $40K,Blue,40
716201883,Existing Customer,46,M,2,Graduate,Unknown,$120K +,Silver,39
714593883,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Silver,45
711003483,Existing Customer,40,M,3,Unknown,Divorced,$60K - $80K,Blue,24
819628158,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,37
712021233,Attrited Customer,33,M,3,Graduate,Married,$60K - $80K,Blue,15
708573933,Existing Customer,45,F,2,Unknown,Single,Less than $40K,Silver,36
710758683,Existing Customer,61,F,1,Graduate,Unknown,$40K - $60K,Silver,48
718288833,Existing Customer,31,M,1,Unknown,Married,$40K - $60K,Blue,36
708873183,Existing Customer,47,M,2,Post-Graduate,Single,$60K - $80K,Blue,39
766224933,Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Blue,39
771626283,Existing Customer,54,M,2,Post-Graduate,Married,$60K - $80K,Platinum,42
720372483,Existing Customer,60,F,0,High School,Married,Less than $40K,Blue,36
712916958,Attrited Customer,55,F,2,Graduate,Married,Unknown,Blue,36
716124408,Attrited Customer,32,M,2,Graduate,Single,$120K +,Gold,22
714128283,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Silver,40
708163758,Existing Customer,41,M,3,Unknown,Married,$120K +,Blue,33
716979183,Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,34
716480358,Existing Customer,45,M,3,Uneducated,Single,$60K - $80K,Blue,36
800758233,Attrited Customer,30,M,0,College,Single,$60K - $80K,Blue,24
720413658,Existing Customer,44,M,2,High School,Married,$120K +,Blue,31
715832058,Existing Customer,40,F,5,Graduate,Unknown,Less than $40K,Blue,36
716323683,Existing Customer,31,M,0,Graduate,Married,$80K - $120K,Blue,36
819616383,Existing Customer,40,F,3,Uneducated,Divorced,Less than $40K,Blue,35
771069033,Existing Customer,56,M,1,Unknown,Unknown,$60K - $80K,Blue,43
821241708,Attrited Customer,47,M,4,Unknown,Unknown,$80K - $120K,Blue,42
716987358,Attrited Customer,29,M,0,Post-Graduate,Divorced,$60K - $80K,Blue,15
710300733,Existing Customer,38,M,3,High School,Single,$120K +,Blue,27
712497783,Existing Customer,56,F,2,Unknown,Married,Less than $40K,Blue,48
709259958,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,44
716296833,Existing Customer,56,M,0,Doctorate,Single,$80K - $120K,Blue,47
715728108,Existing Customer,27,F,0,Graduate,Unknown,Less than $40K,Blue,36
771507258,Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,26
713758758,Existing Customer,48,M,2,High School,Married,Less than $40K,Silver,36
779809908,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,34
816310158,Existing Customer,49,M,4,Uneducated,Unknown,$60K - $80K,Blue,44
780349833,Existing Customer,36,M,2,College,Married,$40K - $60K,Gold,23
818235408,Existing Customer,30,M,0,College,Married,$60K - $80K,Blue,25
709213458,Attrited Customer,42,M,3,High School,Married,$80K - $120K,Blue,36
719634408,Existing Customer,51,M,2,Unknown,Single,$120K +,Silver,31
709934808,Existing Customer,59,M,1,Unknown,Single,$40K - $60K,Silver,51
712238958,Existing Customer,45,M,4,Graduate,Married,Less than $40K,Blue,36
711813258,Existing Customer,56,M,2,College,Single,$60K - $80K,Gold,43
789983133,Existing Customer,31,M,2,Graduate,Unknown,$80K - $120K,Silver,22
792139308,Existing Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,42
718123608,Existing Customer,32,M,2,Graduate,Married,$80K - $120K,Blue,36
715369008,Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,36
717556758,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,36
718252533,Attrited Customer,30,F,0,Graduate,Divorced,Less than $40K,Blue,18
716340783,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36
717898758,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Silver,45
825743583,Existing Customer,39,F,2,Graduate,Single,Unknown,Silver,35
717711108,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,27
789791808,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,32
807971658,Existing Customer,47,F,3,Unknown,Married,Less than $40K,Blue,42
770220558,Attrited Customer,57,M,3,Unknown,Single,$60K - $80K,Blue,51
818239983,Existing Customer,53,M,2,Unknown,Divorced,$80K - $120K,Blue,48
